id,sig_id,pert_id,pert_iname,pert_desc,cell_id,pert_time,pert_dose,pert_type,is_gold,DrugBank.ID,CAS,CID,Drug_Name,Drug_Description,Drug_Group,Drug_Indication,ATC_Codes,A,B,C,D,G,H,J,L,M,N,P,R,S,V,DrugBank.ID.1,SMILES
112256,CPD002_MCF7_6H:BRD-A30815329-001-04-8:10,BRD-A30815329,felodipine,Felodipine,MCF7,6,10,trt_cp,1,DB01023,72509-76-3,3333,Felodipine,"Felodipine is a long-acting 1,4-dihydropyridine calcium channel blocker (CCB)b. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, felodipine prevents calcium-dependent myocyte contraction and vasoconstriction. Felodipine is the most potent CCB in use and is unique in that it exhibits fluorescent activity. In addition to binding to L-type calcium channels, felodipine binds to a number of calcium-binding proteins, exhibits competitive antagonism of the mineralcorticoid receptor, inhibits the activity of calmodulin-dependent cyclic nucleotide phosphodiesterase, and blocks calcium influx through voltage-gated T-type calcium channels. Felodipine is used to treat mild to moderate essential hypertension. ",approved;investigational;,For the treatment of mild to moderate essential hypertension. ,C08CA02;C09BB05;,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB01023,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
115327,CPD002_PC3_24H:BRD-A30815329-001-04-8:10,BRD-A30815329,felodipine,Felodipine,PC3,24,10,trt_cp,1,DB01023,72509-76-3,3333,Felodipine,"Felodipine is a long-acting 1,4-dihydropyridine calcium channel blocker (CCB)b. It acts primarily on vascular smooth muscle cells by stabilizing voltage-gated L-type calcium channels in their inactive conformation. By inhibiting the influx of calcium in smooth muscle cells, felodipine prevents calcium-dependent myocyte contraction and vasoconstriction. Felodipine is the most potent CCB in use and is unique in that it exhibits fluorescent activity. In addition to binding to L-type calcium channels, felodipine binds to a number of calcium-binding proteins, exhibits competitive antagonism of the mineralcorticoid receptor, inhibits the activity of calmodulin-dependent cyclic nucleotide phosphodiesterase, and blocks calcium influx through voltage-gated T-type calcium channels. Felodipine is used to treat mild to moderate essential hypertension. ",approved;investigational;,For the treatment of mild to moderate essential hypertension. ,C08CA02;C09BB05;,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB01023,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
4247,CPC003_HA1E_24H:BRD-K01095011-001-03-5:10,BRD-K01095011,finasteride,Finasteride,HA1E,24,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
7766,CPC003_HCC515_24H:BRD-K01095011-001-03-5:10,BRD-K01095011,finasteride,Finasteride,HCC515,24,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
55715,CPC011_A549_6H:BRD-K01095011-001-10-0:10,BRD-K01095011,finasteride,finasteride,A549,6,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
71300,CPC015_A375_6H:BRD-A83081521-001-01-5:10,BRD-A83081521,finasteride,-666,A375,6,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
73462,CPC015_A549_24H:BRD-A83081521-001-01-5:10,BRD-A83081521,finasteride,-666,A549,24,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
76322,CPC015_HEPG2_6H:BRD-A83081521-001-01-5:10,BRD-A83081521,finasteride,-666,HEPG2,6,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
78857,CPC015_MCF7_6H:BRD-A83081521-001-01-5:10,BRD-A83081521,finasteride,-666,MCF7,6,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
101702,CPC018_NPC_24H:BRD-K01095011-001-03-5:10,BRD-K01095011,finasteride,-666,NPC,24,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
114504,CPD002_PC3_6H:BRD-K59720958-001-01-8:10,BRD-K59720958,finasteride,Finasteride,PC3,6,10,trt_cp,1,DB01216,98319-26-7,57363,Finasteride,An orally active testosterone 5-alpha-reductase inhibitor. It is used as a surgical alternative for treatment of benign prostatic hyperplasia. [PubChem],approved;,"For the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to: Improve symptoms, reduce the risk of acute urinary retention, reduce the risk of the need for surgery including transurethral resection of the prostate. Also used for the stimulation of regrowth of hair in men with mild to moderate androgenetic alopecia (male pattern alopecia, hereditary alopecia, common male baldness).",D11AX10;G04CA51;G04CB01;,0,0,0,1,1,0,0,0,0,0,0,0,0,0,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
4251,CPC002_HA1E_24H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,Flumazenil,HA1E,24,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
66163,CPC011_PC3_6H:BRD-K98769987-001-17-9:10,BRD-K98769987,flumazenil,flumazenil,PC3,6,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
69385,CPC011_VCAP_6H:BRD-K98769987-001-17-9:10,BRD-K98769987,flumazenil,flumazenil,VCAP,6,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
70814,CPC011_VCAP_24H:BRD-K98769987-001-17-9:10,BRD-K98769987,flumazenil,flumazenil,VCAP,24,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
91661,CPC017_A549_6H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,-666,A549,6,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
92919,CPC017_A549_24H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,-666,A549,24,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
93661,CPC017_ASC_24H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,-666,ASC,24,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
96130,CPC017_HEPG2_6H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,-666,HEPG2,6,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
105433,CPC017_SKB_24H:BRD-K98769987-001-09-6:10,BRD-K98769987,flumazenil,-666,SKB,24,10,trt_cp,1,DB01205,78755-81-4,3373,Flumazenil,"Fumazenil is an imidazobenzodiazepine derivative and a potent benzodiazepine receptor antagonist that competitively inhibits the activity at the benzodiazepine recognition site on the GABA/benzodiazepine receptor complex, thereby reversing the effects of benzodiazepine on the central nervous system.",approved;,"For the complete or partial reversal of the sedative effects of benzodiazepines in cases where general anesthesia has been induced and/or maintained with benzodiazepines, and where sedation has been produced with benzodiazepines for diagnostic and therapeutic procedures. Also for the management of benzodiazepine overdose as an adjunct for appropriate supportive and symptomatic measures.",V03AB25;,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
4509,CPC003_HA1E_24H:BRD-K52662033-003-14-7:10,BRD-K52662033,lidocaine,LIDOCAINE HYDROCHLORIDE,HA1E,24,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
6320,CPC003_HCC515_6H:BRD-K52662033-003-14-7:10,BRD-K52662033,lidocaine,LIDOCAINE HYDROCHLORIDE,HCC515,6,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
55777,CPC011_A549_6H:BRD-K52662033-001-15-8:10,BRD-K52662033,lidocaine,lidocaine,A549,6,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
63346,CPC011_MCF7_6H:BRD-K52662033-001-15-8:10,BRD-K52662033,lidocaine,lidocaine,MCF7,6,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
71569,CPC015_A375_6H:BRD-K52662033-003-14-7:10,BRD-K52662033,lidocaine,-666,A375,6,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
73729,CPC015_A549_24H:BRD-K52662033-003-14-7:10,BRD-K52662033,lidocaine,-666,A549,24,10,trt_cp,1,DB00281,137-58-6,3676,Lidocaine hydrochloride,This compound belongs to the class of organic compounds known as alpha amino acid amides. These are amide derivatives of alpha amino acids.,approved;vet_approved;,For production of local or regional anesthesia by infiltration techniques such as percutaneous injection and intravenous regional anesthesia by peripheral nerve block techniques such as brachial plexus and intercostal and by central neural techniques such as lumbar and caudal epidural blocks.,C01BB01;C05AD01;D04AB01;N01BB02;N01BB52;R02AD02;S01HA07;S02DA01;,0,0,1,1,0,0,0,0,0,1,0,1,1,0,DB00281,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
4521,CPC003_HA1E_24H:BRD-K09416995-001-21-7:10,BRD-K09416995,lovastatin,LOVASTATIN,HA1E,24,10,trt_cp,1,DB00227,75330-75-5,53232,Lovastatin,"Lovastatin is a cholesterol-lowering agent that belongs to the class of medications called statins. It was the second agent of this class discovered. It was discovered by Alfred Alberts and his team at Merck in 1978 after screening only 18 compounds over 2 weeks. The agent, also known as mevinolin, was isolated from the fungi &lt;i&gt;Aspergillus terreus&lt;/i&gt;. Research on this compound was suddenly shut down in 1980 and the drug was not approved until 1987. Interesting, Akira Endo at Sankyo Co. (Japan) patented lovastatin isolated from &lt;i&gt;Monascus ruber&lt;/i&gt; four months before Merck. Lovastatin was found to be 2 times more potent than its predecessor, mevastatin, the first discovered statin. Like mevastatin, lovastatin is structurally similar to hydroxymethylglutarate (HMG), a substituent of HMG-Coenzyme A (HMG-CoA), a substrate of the cholesterol biosynthesis pathway via the mevalonic acid pathway. Lovastatin is a competitive inhibitor of HMG-CoA reductase with a binding affinity 20,000 times greater than HMG-CoA. Lovastatin differs structurally from mevastatin by a single methyl group at the 6? position. Lovastatin is a prodrug that is activated by &lt;i&gt;in vivo&lt;/i&gt; hydrolysis of the lactone ring. It, along with mevastatin, has served as one of the lead compounds for the development of the synthetic compounds used today.",approved;investigational;,"For management as an adjunct to diet to reduce elevated total-C, LDL-C, apo B, and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia. For primary prevention of coronary heart disease and to slow progression of coronary atherosclerosis in patients with coronary heart disease. ",C10AA02;C10BA01;,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB00227,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
7972,CPC003_HCC515_24H:BRD-K09416995-001-21-7:10,BRD-K09416995,lovastatin,LOVASTATIN,HCC515,24,10,trt_cp,1,DB00227,75330-75-5,53232,Lovastatin,"Lovastatin is a cholesterol-lowering agent that belongs to the class of medications called statins. It was the second agent of this class discovered. It was discovered by Alfred Alberts and his team at Merck in 1978 after screening only 18 compounds over 2 weeks. The agent, also known as mevinolin, was isolated from the fungi &lt;i&gt;Aspergillus terreus&lt;/i&gt;. Research on this compound was suddenly shut down in 1980 and the drug was not approved until 1987. Interesting, Akira Endo at Sankyo Co. (Japan) patented lovastatin isolated from &lt;i&gt;Monascus ruber&lt;/i&gt; four months before Merck. Lovastatin was found to be 2 times more potent than its predecessor, mevastatin, the first discovered statin. Like mevastatin, lovastatin is structurally similar to hydroxymethylglutarate (HMG), a substituent of HMG-Coenzyme A (HMG-CoA), a substrate of the cholesterol biosynthesis pathway via the mevalonic acid pathway. Lovastatin is a competitive inhibitor of HMG-CoA reductase with a binding affinity 20,000 times greater than HMG-CoA. Lovastatin differs structurally from mevastatin by a single methyl group at the 6? position. Lovastatin is a prodrug that is activated by &lt;i&gt;in vivo&lt;/i&gt; hydrolysis of the lactone ring. It, along with mevastatin, has served as one of the lead compounds for the development of the synthetic compounds used today.",approved;investigational;,"For management as an adjunct to diet to reduce elevated total-C, LDL-C, apo B, and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia. For primary prevention of coronary heart disease and to slow progression of coronary atherosclerosis in patients with coronary heart disease. ",C10AA02;C10BA01;,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB00227,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
13335,CPC003_PC3_24H:BRD-K09416995-001-21-7:10,BRD-K09416995,lovastatin,LOVASTATIN,PC3,24,10,trt_cp,1,DB00227,75330-75-5,53232,Lovastatin,"Lovastatin is a cholesterol-lowering agent that belongs to the class of medications called statins. It was the second agent of this class discovered. It was discovered by Alfred Alberts and his team at Merck in 1978 after screening only 18 compounds over 2 weeks. The agent, also known as mevinolin, was isolated from the fungi &lt;i&gt;Aspergillus terreus&lt;/i&gt;. Research on this compound was suddenly shut down in 1980 and the drug was not approved until 1987. Interesting, Akira Endo at Sankyo Co. (Japan) patented lovastatin isolated from &lt;i&gt;Monascus ruber&lt;/i&gt; four months before Merck. Lovastatin was found to be 2 times more potent than its predecessor, mevastatin, the first discovered statin. Like mevastatin, lovastatin is structurally similar to hydroxymethylglutarate (HMG), a substituent of HMG-Coenzyme A (HMG-CoA), a substrate of the cholesterol biosynthesis pathway via the mevalonic acid pathway. Lovastatin is a competitive inhibitor of HMG-CoA reductase with a binding affinity 20,000 times greater than HMG-CoA. Lovastatin differs structurally from mevastatin by a single methyl group at the 6? position. Lovastatin is a prodrug that is activated by &lt;i&gt;in vivo&lt;/i&gt; hydrolysis of the lactone ring. It, along with mevastatin, has served as one of the lead compounds for the development of the synthetic compounds used today.",approved;investigational;,"For management as an adjunct to diet to reduce elevated total-C, LDL-C, apo B, and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia. For primary prevention of coronary heart disease and to slow progression of coronary atherosclerosis in patients with coronary heart disease. ",C10AA02;C10BA01;,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB00227,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
